date,hostel,capacity,day_of_week,is_weekend,month,day,predicted_consumption,per_capita_prediction,date_str
2025-03-15,M,644,5,True,3,15,79596.81,123.5975349378882,15/03/2025
2025-03-15,N,643,5,True,3,15,76706.445,119.29462723561431,15/03/2025
2025-03-15,O,642,5,True,3,15,75121.22,117.01124415887851,15/03/2025
2025-03-15,PG,641,5,True,3,15,65722.61,102.5313718798752,15/03/2025
2025-03-15,Q,640,5,True,3,15,73367.54,114.63677978515625,15/03/2025
2025-03-16,A,648,6,True,3,16,96489.82,148.90404369212962,16/03/2025
2025-03-16,B,647,6,True,3,16,97528.01,150.73880651081916,16/03/2025
2025-03-16,C,646,6,True,3,16,97049.13,150.230855746904,16/03/2025
2025-03-16,D,645,6,True,3,16,99106.43,153.65337936046512,16/03/2025
2025-03-16,FRG,644,6,True,3,16,99709.6,154.82857385481367,16/03/2025
2025-03-16,M,644,6,True,3,16,79571.055,123.55753833462732,16/03/2025
2025-03-16,N,643,6,True,3,16,76646.31,119.20110808709175,16/03/2025
2025-03-16,O,642,6,True,3,16,75187.04,117.11376801012462,16/03/2025
2025-03-16,PG,641,6,True,3,16,65668.65,102.447189450078,16/03/2025
2025-03-16,Q,640,6,True,3,16,74435.14,116.3049072265625,16/03/2025
2025-03-17,A,648,0,False,3,17,95383.34,147.19651813271605,17/03/2025
2025-03-17,B,647,0,False,3,17,96379.9,148.96429433925812,17/03/2025
2025-03-17,C,646,0,False,3,17,97438.766,150.83400251547988,17/03/2025
2025-03-17,D,645,0,False,3,17,98129.72,152.1390988372093,17/03/2025
2025-03-17,FRG,644,0,False,3,17,98425.57,152.83473651009317,17/03/2025
2025-03-17,M,644,0,False,3,17,78351.92,121.66447496118012,17/03/2025
2025-03-17,N,643,0,False,3,17,75730.09,117.77619556765163,17/03/2025
2025-03-17,O,642,0,False,3,17,74456.195,115.97538210669782,17/03/2025
2025-03-17,PG,641,0,False,3,17,70308.836,109.68617150936038,17/03/2025
2025-03-17,Q,640,0,False,3,17,72738.54,113.65396728515626,17/03/2025
2025-03-18,A,648,1,False,3,18,96161.55,148.39744888117283,18/03/2025
2025-03-18,B,647,1,False,3,18,97158.11,150.1670933153014,18/03/2025
2025-03-18,C,646,1,False,3,18,98097.45,151.85364260835914,18/03/2025
2025-03-18,D,645,1,False,3,18,98776.72,153.1421996124031,18/03/2025
2025-03-18,FRG,644,1,False,3,18,99203.77,154.04312645574535,18/03/2025
2025-03-18,M,644,1,False,3,18,78820.16,122.3915469720497,18/03/2025
2025-03-18,N,643,1,False,3,18,76508.31,118.98648911353033,18/03/2025
2025-03-18,O,642,1,False,3,18,74798.586,116.50870083722741,18/03/2025
2025-03-18,PG,641,1,False,3,18,70958.98,110.70043145475819,18/03/2025
2025-03-18,Q,640,1,False,3,18,73017.23,114.08941650390625,18/03/2025
2025-03-19,A,648,2,False,3,19,96472.73,148.87766444830248,19/03/2025
2025-03-19,B,647,2,False,3,19,97410.54,150.55724739180835,19/03/2025
2025-03-19,C,646,2,False,3,19,98276.81,152.1312886996904,19/03/2025
2025-03-19,D,645,2,False,3,19,98977.016,153.45273740310077,19/03/2025
2025-03-19,FRG,644,2,False,3,19,99755.53,154.89989324534162,19/03/2025
2025-03-19,M,644,2,False,3,19,78779.11,122.32780958850931,19/03/2025
2025-03-19,N,643,2,False,3,19,76666.11,119.23189638413686,19/03/2025
2025-03-19,O,642,2,False,3,19,75051.02,116.90190566588785,19/03/2025
2025-03-19,PG,641,2,False,3,19,71005.586,110.77314498829953,19/03/2025
2025-03-19,Q,640,2,False,3,19,73302.305,114.53485107421875,19/03/2025
